ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,clip_key,normalized_caption,raw_aspects,aspects,audioset_ids,n_aspects,caption_words,selected_tags,selected_tag_ids,task1_split
KfAq7kxHjPk,130,140,"/m/02mscn,/m/04rlf","['low quality audio', 'pop song', 'holiday mood', 'male voice', 'synth', 'synth pads', 'simple percussion', 'keyboard', 'bass', 'slow tempo']",This song features a male voice singing the main melody. The first two lines are sung using the same melody and it culminates in the third line. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. The keyboard plays arpeggiated chords in the background. Another synth plays a windy pad voice throughout the song sounding like strings. This song has a holiday mood. This song can be played in a holiday movie.,0,False,False,KfAq7kxHjPk__130__140,this song features a male voice singing the main melody. the first two lines are sung using the same melody and it culminates in the third line. this is accompanied by percussion playing a simple beat. the bass plays the root notes of the chords. the keyboard plays arpeggiated chords in the background. another synth plays a windy pad voice throughout the song sounding like strings. this song has a holiday mood. this song can be played in a holiday movie.,"['low quality audio', 'pop song', 'holiday mood', 'male voice', 'synth', 'synth pads', 'simple percussion', 'keyboard', 'bass', 'slow tempo']","['low quality audio', 'pop song', 'holiday mood', 'male voice', 'synth', 'synth pads', 'simple percussion', 'keyboard', 'bass', 'slow tempo']","['/m/02mscn', '/m/04rlf']",10,81,"['slow tempo', 'male voice', 'bass', 'keyboard']","[8, 28, 38, 52]",train
KfLxBjl-aBU,0,10,"/m/02bxd,/m/04rlf,/m/04szw","['low quality', 'mono', 'noisy', 'didgeridoo melody', 'water flowing sounds', 'outdoors']","The low quality recording features a didgeridoo melody and some water flowing sounds in the background, as it was recorded outdoors. The recording is mono and noisy.",4,False,False,KfLxBjl-aBU__0__10,"the low quality recording features a didgeridoo melody and some water flowing sounds in the background, as it was recorded outdoors. the recording is mono and noisy.","['low quality', 'mono', 'noisy', 'didgeridoo melody', 'water flowing sounds', 'outdoors']","['low quality', 'mono', 'noisy', 'didgeridoo melody', 'water flowing sounds', 'outdoors']","['/m/02bxd', '/m/04rlf', '/m/04szw']",6,27,"['low quality', 'noisy', 'mono']","[0, 3, 12]",train
KgMD2_Yhw7Y,10,20,"/m/02fsn,/m/0l14_3","['instrumental', 'fast tempo', 'intense violin', 'western classical', 'bow stringed instrument', 'grim cello', 'keyboard harmony', 'serious', 'grim', 'profound', 'vital']","This music is instrumental. The tempo is fast with an intense, rigorous violin harmony, grim cello and keyboard harmony. The music is untiring, incessant, serious, grim, and staid. This music is a classical violin piece.",7,False,False,KgMD2_Yhw7Y__10__20,"this music is instrumental. the tempo is fast with an intense, rigorous violin harmony, grim cello and keyboard harmony. the music is untiring, incessant, serious, grim, and staid. this music is a classical violin piece.","['instrumental', 'fast tempo', 'intense violin', 'western classical', 'bow stringed instrument', 'grim cello', 'keyboard harmony', 'serious', 'grim', 'profound', 'vital']","['instrumental', 'fast tempo', 'intense violin', 'western classical', 'bow stringed instrument', 'grim cello', 'keyboard harmony', 'serious', 'grim', 'profound', 'vital']","['/m/02fsn', '/m/0l14_3']",11,35,"['instrumental', 'fast tempo', 'keyboard harmony']","[1, 11, 45]",train
KhXcEu7r6m8,30,40,"/m/01hgjl,/m/01v1d8,/m/04rlf,/m/08p9q4,/m/0l14qv","['instrumental', 'medium fast tempo', 'no vocals', 'amateur music', 'home video', 'muffled sounds', 'percussions', 'digital drumming', 'chaotic', 'drum machine', 'energetic beats', 'dissonant']",This song is an instrumental. The tempo is medium fast with dissonant rhythm on the drum machine with no vocals. This song is a pop instrumental with drums.,7,False,True,KhXcEu7r6m8__30__40,this song is an instrumental. the tempo is medium fast with dissonant rhythm on the drum machine with no vocals. this song is a pop instrumental with drums.,"['instrumental', 'medium fast tempo', 'no vocals', 'amateur music', 'home video', 'muffled sounds', 'percussions', 'digital drumming', 'chaotic', 'drum machine', 'energetic beats', 'dissonant']","['instrumental', 'medium fast tempo', 'no vocals', 'amateur music', 'home video', 'muffled sounds', 'percussions', 'digital drumming', 'chaotic', 'drum machine', 'energetic beats', 'dissonant']","['/m/01hgjl', '/m/01v1d8', '/m/04rlf', '/m/08p9q4', '/m/0l14qv']",12,28,['instrumental'],[1],train
Ki7Bxz1CThI,70,80,"/m/085jw,/m/0l14j_","['middle eastern flute', 'no other instruments', 'no voices', 'instrumental', 'amateur recording', 'middle-eastern melody', 'slow tempo']",This song features a middle-eastern melody played on a flute. This song has no other instruments. There are no voices in this song. This is an amateur recording. This song can be played at a desert party.,0,False,False,Ki7Bxz1CThI__70__80,this song features a middle-eastern melody played on a flute. this song has no other instruments. there are no voices in this song. this is an amateur recording. this song can be played at a desert party.,"['middle eastern flute', 'no other instruments', 'no voices', 'instrumental', 'amateur recording', 'middle-eastern melody', 'slow tempo']","['middle eastern flute', 'no other instruments', 'no voices', 'instrumental', 'amateur recording', 'middle-eastern melody', 'slow tempo']","['/m/085jw', '/m/0l14j_']",7,37,"['instrumental', 'amateur recording', 'slow tempo', 'no voices', 'no other instruments']","[1, 7, 8, 32, 53]",train
KiFQFxJphjI,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['r&b/rap/hiphop', 'synthesizer', 'keys', 'electronic drums', 'digital bass', 'male voice mid range', 'rapping', 'male backing vocals singing', 'relaxed', 'slower tempo']",This song is full of a digital key/pad sound taking a lot of space with a harmonic melody slightly panned to the right side of the speakers. The drums are a simple kick and clapping snare sound. Accompanied by a digital one note hit on the kick. A male doubled and panned voice is singing as backing vocals when a male mid ranged voice starts rapping. This song may be playing during a relaxing car ride with friends.,6,False,True,KiFQFxJphjI__30__40,this song is full of a digital key/pad sound taking a lot of space with a harmonic melody slightly panned to the right side of the speakers. the drums are a simple kick and clapping snare sound. accompanied by a digital one note hit on the kick. a male doubled and panned voice is singing as backing vocals when a male mid ranged voice starts rapping. this song may be playing during a relaxing car ride with friends.,"['r&b/rap/hiphop', 'synthesizer', 'keys', 'electronic drums', 'digital bass', 'male voice mid range', 'rapping', 'male backing vocals singing', 'relaxed', 'slower tempo']","['r&b/rap/hiphop', 'synthesizer', 'keys', 'electronic drums', 'digital bass', 'male voice mid range', 'rapping', 'male backing vocals singing', 'relaxed', 'slower tempo']","['/m/04rlf', '/m/06bxc', '/m/0glt670']",10,78,['electronic drums'],[35],train
KikHXfUanJk,0,10,"/m/0155w,/m/03_d0","['twangy electric guitar arpeggios', 'country rock', 'country blues', 'southern']",We hear a twangy electric guitar on which some arpeggiated chords are played. The music style is a bluesy country rock style.,3,False,False,KikHXfUanJk__0__10,we hear a twangy electric guitar on which some arpeggiated chords are played. the music style is a bluesy country rock style.,"['twangy electric guitar arpeggios', 'country rock', 'country blues', 'southern']","['twangy electric guitar arpeggios', 'country rock', 'country blues', 'southern']","['/m/0155w', '/m/03_d0']",4,22,[],[],train
KjJj5-HvSvQ,20,30,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['box opening video', 'male voice speaking', 'clap sounds', 'kids shouting', 'rock music', 'electric guitar', 'acoustic drums', 'generic', 'common sounding']",This is a box opening video. There is a male voice speaking and kids shouting. A rock music piece starts playing with a common sounding electric guitar tune and a simple acoustic drum beat. The atmosphere is generic.,9,False,False,KjJj5-HvSvQ__20__30,this is a box opening video. there is a male voice speaking and kids shouting. a rock music piece starts playing with a common sounding electric guitar tune and a simple acoustic drum beat. the atmosphere is generic.,"['box opening video', 'male voice speaking', 'clap sounds', 'kids shouting', 'rock music', 'electric guitar', 'acoustic drums', 'generic', 'common sounding']","['box opening video', 'male voice speaking', 'clap sounds', 'kids shouting', 'rock music', 'electric guitar', 'acoustic drums', 'generic', 'common sounding']","['/m/01qbl', '/m/026t6', '/m/02hnl', '/m/03qtq', '/m/03t3fj', '/m/06rvn', '/m/0bm02', '/m/0l14md']",9,38,"['acoustic drums', 'electric guitar']","[10, 15]",train
KjMRf4egAyA,80,90,"/m/02fxyj,/m/04rlf","['female singer', 'soulful singing', 'guitar bass line', 'slow tempo', 'home video', 'ambient room noises', 'poor audio quality', 'jazz music', 'no percussion instruments', 'subtle bass line', 'emotional', 'romantic', 'love song', 'vocal vibrato', 'soul music', 'black gospel influences', 'guitar accompaniment', 'passionate', 'madly in love', 'together forever']",A female singer sings this soulful melody. The song is slow tempo with a guitar playing a subtle bass line and no other instrumentation. The song is romantic and emotional. The song is soul music with jazz and black gospel influences. The audio quality is poor as it is recorded casually at home.,1,False,True,KjMRf4egAyA__80__90,a female singer sings this soulful melody. the song is slow tempo with a guitar playing a subtle bass line and no other instrumentation. the song is romantic and emotional. the song is soul music with jazz and black gospel influences. the audio quality is poor as it is recorded casually at home.,"['female singer', 'soulful singing', 'guitar bass line', 'slow tempo', 'home video', 'ambient room noises', 'poor audio quality', 'jazz music', 'no percussion instruments', 'subtle bass line', 'emotional', 'romantic', 'love song', 'vocal vibrato', 'soul music', 'black gospel influences', 'guitar accompaniment', 'passionate', 'madly in love', 'together forever']","['female singer', 'soulful singing', 'guitar bass line', 'slow tempo', 'home video', 'ambient room noises', 'poor audio quality', 'jazz music', 'no percussion instruments', 'subtle bass line', 'emotional', 'romantic', 'love song', 'vocal vibrato', 'soul music', 'black gospel influences', 'guitar accompaniment', 'passionate', 'madly in love', 'together forever']","['/m/02fxyj', '/m/04rlf']",20,53,"['emotional', 'passionate', 'slow tempo', 'poor audio quality', 'romantic']","[2, 6, 8, 27, 40]",train
KkW6ZkmAlEw,300,310,"/m/032n05,/m/04rlf","['low quality', 'spacey', 'low growly sounds', 'alarm sound effects', 'wide synth pads', 'weird', 'outer space']","The low quality recording features a weird arrangement of low growly sounds, alarm sound effects and wide synth pad progression. It sounds weird and spacey, almost like outer space communication.",4,False,True,KkW6ZkmAlEw__300__310,"the low quality recording features a weird arrangement of low growly sounds, alarm sound effects and wide synth pad progression. it sounds weird and spacey, almost like outer space communication.","['low quality', 'spacey', 'low growly sounds', 'alarm sound effects', 'wide synth pads', 'weird', 'outer space']","['low quality', 'spacey', 'low growly sounds', 'alarm sound effects', 'wide synth pads', 'weird', 'outer space']","['/m/032n05', '/m/04rlf']",7,30,['low quality'],[0],train
Kkqbi6c_40k,400,410,"/m/02fsn,/m/0l14_3","['classical/experimental', 'upright bass', 'foot stomping', 'tension creating', 'uptempo']",This audio contains someone playing an upright bass with a bow creating a dissonant melody and tension. This song may be playing at a live concert.,6,False,False,Kkqbi6c_40k__400__410,this audio contains someone playing an upright bass with a bow creating a dissonant melody and tension. this song may be playing at a live concert.,"['classical/experimental', 'upright bass', 'foot stomping', 'tension creating', 'uptempo']","['classical/experimental', 'upright bass', 'foot stomping', 'tension creating', 'uptempo']","['/m/02fsn', '/m/0l14_3']",5,26,['uptempo'],[20],train
KlD1u-EDx_g,330,340,"/m/025td0t,/m/04rlf,/t/dd00036","['punkrock', 'e-guitar', 'e-bass', 'synth lead sound', 'piano', 'acoustic drums', 'fast tempo', 'energetic']",This audio contains a fast complex drumpart playing along with a synth lead sound playing a complex melody in a high pitch. Then the song changes to a more calm part with a piano before changing back to action with a distorted e-guitar playing along the low notes with a e-bass. This song sounds very fast paced and may be playing in an arcade fighting game.,6,False,False,KlD1u-EDx_g__330__340,this audio contains a fast complex drumpart playing along with a synth lead sound playing a complex melody in a high pitch. then the song changes to a more calm part with a piano before changing back to action with a distorted e-guitar playing along the low notes with a e-bass. this song sounds very fast paced and may be playing in an arcade fighting game.,"['punkrock', 'e-guitar', 'e-bass', 'synth lead sound', 'piano', 'acoustic drums', 'fast tempo', 'energetic']","['punkrock', 'e-guitar', 'e-bass', 'synth lead sound', 'piano', 'acoustic drums', 'fast tempo', 'energetic']","['/m/025td0t', '/m/04rlf', '/t/dd00036']",8,66,"['energetic', 'acoustic drums', 'fast tempo', 'piano', 'e-bass', 'e-guitar']","[4, 10, 11, 18, 26, 51]",train
KlVO3gu-j70,190,200,"/m/04rlf,/m/0dwt5","['marimba song', 'accordion song', 'waltz song', 'no percussion', 'easy listening', 'relaxing music', 'no voices', 'instrumental']",This song is an instrumental song. There are no voices. An accordion plays in a waltz beat. The main melody starts off later when a marimba plays high pitched notes. Other accordions join and play in harmony in the background. There is no percussion in this song. The mood of this song is happy and upbeat. This song can be used in a retro scene of a movie involving a happy couple.,0,False,True,KlVO3gu-j70__190__200,this song is an instrumental song. there are no voices. an accordion plays in a waltz beat. the main melody starts off later when a marimba plays high pitched notes. other accordions join and play in harmony in the background. there is no percussion in this song. the mood of this song is happy and upbeat. this song can be used in a retro scene of a movie involving a happy couple.,"['marimba song', 'accordion song', 'waltz song', 'no percussion', 'easy listening', 'relaxing music', 'no voices', 'instrumental']","['marimba song', 'accordion song', 'waltz song', 'no percussion', 'easy listening', 'relaxing music', 'no voices', 'instrumental']","['/m/04rlf', '/m/0dwt5']",8,72,"['instrumental', 'no voices']","[1, 32]",train
